제목
"크래프톤, KAIST 교육·연구 공간 ‘KRAFTON SoC’ 건립"
[인터뷰] 장병규 의장 “게임업계 '허리'를 챙겨야 생태계가 산다”
"크래프톤 정글, 자기주도 기반 몰입형 개발 인재 양성 모델 제시"
'크래프톤 정글'에서는 어떻게 성장하나? 몰입과 자기주도가 핵심가치
[브리프]넷마블 크래프톤 스마일게이트 엔씨소프트 카카오게임즈 컴투...
"장병규, 크래프톤 넘어 '산업 설계자'로…""IP 무한확장 주목"""
"크래프톤 정글, 몰입 합숙 통해 교육생 '자기주도적' 태도 길러"
[이주의 게임포인트] 6·3 대선 게임 공약 실효성 논란… 플레이엑스포...
그들이 얻은 가장 소중한 것은? 크래프톤 정글 게임랩 수료 '본 투 게더...
카이스트에 크래프톤 간판 달렸다…110억 기부로 건물 준공
"크래프톤 110억 기부, 4년 만에 카이스트 교육·연구 공간으로"
'크래프톤 정글 게임랩' 2기 교육생들···스팀에 게임 6종 정식 출시
"[POP!게임] 크래프톤 정글 게임랩 2기, 스팀에 게임 정식 출시 外"
"크래프톤이 지원한 정글 게임랩, 스팀서 성공적 데뷔전 치뤘다"
"크래프톤 정글 게임랩 교육생 6종 게임 스팀 출시...""긍정 평가 96%"""
"크래프톤 정글 게임랩 2기, 스팀에 제작 게임 출시"
"출산시 1억 지급하는 크래프톤…""파격적이어야 사회가 자극받아"""
[인터뷰] “국내 산업 이끌 IT 인재 육성… 크래프톤 정글에 ‘씨앗’ ...
"[인터뷰] ""치킨집 사장님도 프로그래밍 배운다""...개발자 사관학교 '크래..."
크래프톤 정글 게임랩 2기 교육생들 스팀에 6개의 게임 출시
"크래프톤, 인재 양성 프로그램 '크래프톤 정글' 8기 모집"
"크래프톤, '크래프톤 정글' 8기 모집"
"크래프톤, 인재 양성 프로그램 ‘크래프톤 정글’ 8기 모집"
'크래프톤 정글' 8기 모집 시작…역대 최대인 100명 선발 예정
"크래프톤, 인재 양성 프로그램 ‘크래프톤 정글’ 8기 100명 모집"
"크래프톤, 인재양성 프로그램 '크래프톤 정글' 8기 모집…100명 역대최대"
"크래프톤, '크래프톤 정글' 8기 참가자 모집"
"크래프톤, '크래프톤 정글' 8기 모집"
"크래프톤, SW 개발 인재 양성..‘크래프톤 정글’ 8기 모집"
"크래프톤 정글, 8기 참가자 내달 16일까지 참가자 모집"
